Term;Overlap;P.value;Adjusted.P.value;Gene_count;Gene_ratio;Genes
Regulation of Endothelial Cell Migration (GO:0010594);20/88;4,31521744908935e-08;5,0655084829794e-06;20;0,227272727272727;ACVRL1;EDN1;ANGPT1;ANXA3;FLT4;PTPRM;EMP2;ETS1;DCN;RHOB;DLL4;RRAS;APOH;RHOJ;ATOH8;KDR;SLIT2;TEK;PLPP3;SASH1
Cellular Response to Cytokine Stimulus (GO:0071345);44/332;5,16357619697231e-08;5,87195430649444e-06;44;0,132530120481928;ASAH1;CSF3;IFITM2;PID1;SELPLG;CSF3R;DOCK8;AQP4;AIF1;LILRA5;SOCS2;DUOX1;SOCS3;ZFP36;HYAL1;HYAL2;GPER1;ANKRD1;LEPR;CCL2;CTSG;IL6R;GBP4;HLA-DPA1;CCR1;EGR1;PTGIS;CCL21;CISH;DAPK1;DUSP1;PDE2A;LIFR;NPNT;IL6;CD4;CXCL12;IL3RA;IRF8;MNDA;GAS6;IL6ST;TLR4;PF4
Negative Regulation of Endothelial Cell Proliferation (GO:0001937);13/39;7,91902833854368e-08;8,73252852241226e-06;13;0,333333333333333;CAV2;CAV1;PTPRM;DLL4;RGCC;ALOX5;APOH;ATOH8;COL4A3;MMRN2;CCL2;PPARG;ENG
Regulation of Chemokine Production (GO:0032642);14/46;9,23642701831953e-08;9,88569350578375e-06;14;0,304347826086957;CD74;EGR1;IL33;CHIA;LPL;TREM2;AGER;AIF1;ALOX15B;C5;IL6;ACKR1;IL6R;TLR4
Maintenance of Blood-Brain Barrier (GO:0035633);11/29;1,75021646205915e-07;1,81972505869522e-05;11;0,379310344827586;CDH5;CLDN5;IL6;OCLN;CLDN3;SLC1A1;PECAM1;ESAM;JAM2;TJP3;MFSD2A
Leukocyte Adhesion to Vascular Endothelial Cell (GO:0061756);10/24;2,25194712434527e-07;2,27634321819235e-05;10;0,416666666666667;CX3CR1;SELP;SPN;ITGAM;SELPLG;ITGB2;SLC39A8;SELE;JAM2;ICAM1
Positive Regulation of Gene Expression (GO:0010628);50/424;2,71771741500257e-07;2,61392912266134e-05;50;0,117924528301887;CALCOCO1;PID1;CSF1;CITED2;TREM2;CLU;ETS1;VSIR;CDH5;LAMP3;GPER1;CTSH;CD36;CD34;HOXA5;SLC11A1;TENT5B;FGR;TGFBR3;CLDN5;CLDN3;TYROBP;PPARG;GAS6;TLR4;RBMS3;RAMP2;RAMP3;HPN;GATA2;DLL4;NKX2-1;AGR2;MBIP;CCL2;EGR1;CD74;IL33;CADM1;ANGPT1;PDE2A;RAB27A;NR0B2;OCLN;BMP2;IL6;RGCC;SLC26A9;FGFR4;PF4
Positive Regulation of Intracellular Signal Transduction (GO:1902533);72/707;2,72957698986345e-07;2,61392912266134e-05;72;0,101838755304102;SEMA5A;ACVRL1;CSF3;CITED2;FLT4;LRRK2;RASGRF1;TREM2;ARHGAP6;CLU;NR3C2;CDH5;GPER1;KDR;CD36;IL6R;TRIM22;TGM2;EDN1;PTGIS;MYOC;VWF;LMO3;DCN;TGFBR2;FGR;TGFBR3;PECAM1;BTK;TLR8;ROR1;S100A4;CARD16;GAS6;IL6ST;PLPP3;HCST;TLR4;JCAD;ENG;HBEGF;CX3CR1;PPP1R15A;RAMP3;PLA2G1B;ADRB1;FPR2;ADRB2;AGER;LILRA5;ATOH8;APOL3;SASH1;MSR1;CD74;CCL21;F10;ANGPT1;GDF15;CAV2;CAV1;LAPTM5;KLF2;BMP5;SELP;BMP2;IL6;PTPRC;TCIM;CASS4;TEK;FERMT2
Positive Regulation of Response to Stimulus (GO:0048584);19/90;3,22675774169013e-07;3,01081318513087e-05;19;0,211111111111111;HLA-DRB5;PLA2G1B;C8B;CFP;C2;C3;C5;HLA-DMA;HLA-DMB;C7;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
Regulation of T Cell Activation (GO:0050863);18/83;4,29441375345578e-07;3,9068429122064e-05;18;0,216867469879518;HLA-DRB5;LAPTM5;SIRPB1;HLA-DMA;CD4;HLA-DMB;HLA-DPB1;CCL2;HLA-DRA;CTSG;TNFAIP8L2;HLA-DOA;HLA-DQA2;HLA-DQB2;HLA-DQA1;HLA-DRB1;HLA-DPA1;HLA-DQB1
