gene;ensembl_id;pval;pval_adj;logFC;direction
RBMS3;ENSG00000144642;5,28266464819199e-22;4,31952372914528e-20;-1,41313758844848;down
FAM110D;ENSG00000197245;5,29580486010974e-22;4,32089532904408e-20;-1,58265412777629;down
PPP1R14BP3;ENSG00000179967;5,41314845460294e-22;4,40709786169023e-20;1,80932109330997;up
HSPB7;ENSG00000173641;5,54544844225586e-22;4,50507928945765e-20;-1,52998160399675;down
HSD17B11;ENSG00000198189;6,01119396020418e-22;4,85207615267444e-20;-1,82471325022581;down
AC026401.3;ENSG00000280206;6,13360705085156e-22;4,92977223415457e-20;2,01287867902022;up
KLF9;ENSG00000119138;6,33650759662774e-22;5,07122407335208e-20;-1,82736303498619;down
PIMREG;ENSG00000129195;6,43414206991668e-22;5,13845307893028e-20;2,00662711534914;up
TMEM243;ENSG00000135185;6,52007695306844e-22;5,19607401154154e-20;-1,56897295218665;down
TM6SF1;ENSG00000136404;6,76607530387476e-22;5,38074279703711e-20;-1,33996499909129;down
AATK;ENSG00000181409;6,94303117659659e-22;5,49826807146656e-20;-1,80962529294957;down
DPYSL2;ENSG00000092964;7,05941389175345e-22;5,57871292766554e-20;-2,39715022181464;down
RCC2;ENSG00000179051;7,08261861125187e-22;5,58534118307823e-20;1,77976102422625;up
C1orf162;ENSG00000143110;7,14518717601669e-22;5,61697384177453e-20;-2,40045878661339;down
GJB3;ENSG00000188910;7,15253334408217e-22;5,61697384177453e-20;3,48908276410526;up
CCL23;ENSG00000274736;7,20548778622531e-22;5,64679546989113e-20;-2,44485020839033;down
RPS6KA2;ENSG00000071242;7,36533156990986e-22;5,74816094260356e-20;-2,30083721005198;down
PTPRN2;ENSG00000155093;7,53642583961883e-22;5,86953661207504e-20;-1,61354805377492;down
RILP;ENSG00000167705;7,55480652762045e-22;5,87172024863202e-20;-1,55048206219627;down
ORC6;ENSG00000091651;7,70432740506961e-22;5,9756094965864e-20;1,72052642599895;up
RSPO2;ENSG00000147655;7,87540790183388e-22;6,09575977124493e-20;-1,40842395820079;down
ABI3BP;ENSG00000154175;7,95806733341183e-22;6,14711778960982e-20;-2,64584367031015;down
NUP155;ENSG00000113569;8,03828945694338e-22;6,19638693414071e-20;1,63124701998745;up
LINC00968;ENSG00000246430;8,44032531725784e-22;6,49302169049049e-20;-1,61763181350357;down
SPC25;ENSG00000152253;8,72430242960505e-22;6,69781222166929e-20;2,02602638094997;up
NCAPG2;ENSG00000146918;9,1018044135804e-22;6,959280271195e-20;1,70340259620606;up
CENPE;ENSG00000138778;9,21004673569824e-22;7,02778768627824e-20;1,45320452987123;up
MMP24;ENSG00000125966;9,40561966838681e-22;7,16252188686547e-20;-1,81420997550494;down
AFF3;ENSG00000144218;9,64093271651585e-22;7,32691449090857e-20;-1,44276054417875;down
TARS;ENSG00000113407;9,69016449913993e-22;7,34951208843219e-20;1,51219435105557;up
SFTA2;ENSG00000196260;9,74669569865549e-22;7,37754406347025e-20;-5,36444900131488;down
CHRDL1;ENSG00000101938;9,7937025318456e-22;7,39826887651142e-20;-3,29703477073465;down
ANKRD1;ENSG00000148677;9,9506708286861e-22;7,48683706361921e-20;-4,01434187787899;down
DSCC1;ENSG00000136982;1,0111913395256e-21;7,57790408417846e-20;1,60796870107177;up
GRK5;ENSG00000198873;1,03998061800333e-21;7,76278601893776e-20;-2,16526384906654;down
SLC4A4;ENSG00000080493;1,08812981728196e-21;8,09014861192182e-20;-1,87467368452627;down
ANXA3;ENSG00000138772;1,11363657841967e-21;8,26349031959242e-20;-2,36121394882897;down
POLQ;ENSG00000051341;1,15694900674129e-21;8,56801430434438e-20;1,36110516401099;up
AL590226.1;ENSG00000228401;1,16382683785442e-21;8,6020495397887e-20;-2,01877880333846;down
COL7A1;ENSG00000114270;1,18972667113678e-21;8,77627140283773e-20;3,22657305914511;up
CCDC34;ENSG00000109881;1,23342942674913e-21;9,08088325025555e-20;1,65401884600797;up
PAICS;ENSG00000128050;1,2417636376281e-21;9,12442111508603e-20;1,90149237058907;up
CFD;ENSG00000197766;1,25059111340292e-21;9,17140700772819e-20;-2,9626451419708;down
S1PR4;ENSG00000125910;1,2552051498851e-21;9,18737050969297e-20;-2,06146154790917;down
LINC00511;ENSG00000227036;1,2632724062639e-21;9,22849871203828e-20;1,94532615436055;up
AC236972.3;ENSG00000273877;1,28752834001471e-21;9,38750111737999e-20;-1,44736019313992;down
ARHGEF6;ENSG00000129675;1,29222699183575e-21;9,39331700766512e-20;-1,68949711678634;down
DRAM1;ENSG00000136048;1,30575068117002e-21;9,4654369089815e-20;-2,43691395135982;down
SLC9A3R2;ENSG00000065054;1,32265295614702e-21;9,56955915200803e-20;-2,11611610819118;down
TRPV2;ENSG00000187688;1,38887797563557e-21;1,00102782584288e-19;-2,06004376312133;down
CENPI;ENSG00000102384;1,43734029127929e-21;1,03201032913853e-19;1,43115828000553;up
CENPH;ENSG00000153044;1,47862549822765e-21;1,05842043783374e-19;1,7553408188652;up
GNA14;ENSG00000156049;1,47973887979409e-21;1,05842043783374e-19;-1,78249776071852;down
NKX2-1;ENSG00000136352;1,48607208041143e-21;1,06093725513464e-19;-3,57251688417676;down
KNSTRN;ENSG00000128944;1,54098013304271e-21;1,09805758251503e-19;1,50862935098173;up
CDCA2;ENSG00000184661;1,56556513992989e-21;1,113471282069e-19;1,86308452032688;up
FAM83D;ENSG00000101447;1,65113030097373e-21;1,16771776163611e-19;2,94403581293562;up
CPED1;ENSG00000106034;1,68445362415854e-21;1,18905392064899e-19;-1,7349676038778;down
KCNA3;ENSG00000177272;1,69839837170071e-21;1,19665657235997e-19;-1,69430277588043;down
ZNF385B;ENSG00000144331;1,70705008028687e-21;1,20050844732115e-19;-2,3153268465972;down
GGCT;ENSG00000006625;1,77239164027243e-21;1,24379184757884e-19;1,78354713677419;up
TMEM163;ENSG00000152128;1,77519568642371e-21;1,24379184757884e-19;-1,71653767251768;down
CCT3;ENSG00000163468;1,78372319733851e-21;1,24744797632051e-19;1,38068032088449;up
RASGRP2;ENSG00000068831;1,79656404866719e-21;1,25410151508351e-19;-1,35549574005778;down
ATAD2;ENSG00000156802;1,81107620245957e-21;1,26189496213888e-19;1,89641767744139;up
TLR4;ENSG00000136869;1,84511135221264e-21;1,28323749855453e-19;-1,88195749143997;down
IQANK1;ENSG00000203499;1,90181467824077e-21;1,32023764818206e-19;2,3192986927316;up
FBP1;ENSG00000165140;1,92460565702039e-21;1,3336031294372e-19;-3,54008785421239;down
NR3C2;ENSG00000151623;1,94678593326186e-21;1,34649716980378e-19;-1,64444062646879;down
GPI;ENSG00000105220;1,97505131430483e-21;1,3610522722618e-19;1,64780991772424;up
BLM;ENSG00000197299;1,9716582186924e-21;1,3610522722618e-19;1,3625226684916;up
LINC02489;ENSG00000255007;2,07630897726422e-21;1,42561870488114e-19;-1,99361719208327;down
MRC1;ENSG00000260314;2,1176808681795e-21;1,45138146047321e-19;-3,56301707860533;down
PKP3;ENSG00000184363;2,12329992793643e-21;1,4525914842752e-19;2,20842944707431;up
HPGDS;ENSG00000163106;2,21674096783867e-21;1,51376903591809e-19;-1,68102675673322;down
SLIT3;ENSG00000184347;2,23439289047111e-21;1,52306401458063e-19;-2,28830497948772;down
AP001972.5;ENSG00000279117;2,2495294577338e-21;1,53061395143097e-19;-2,81489726666185;down
DTL;ENSG00000143476;2,28429631525144e-21;1,55146936222347e-19;1,9507732638998;up
IL6ST;ENSG00000134352;2,42951958584174e-21;1,64123191376889e-19;-1,65749172235338;down
MMRN1;ENSG00000138722;2,44687663801729e-21;1,65000026601184e-19;-2,32083312479097;down
MFNG;ENSG00000100060;2,54617924245746e-21;1,71084182788652e-19;-1,91944950580576;down
EPN3;ENSG00000049283;2,59050182533914e-21;1,73752609085692e-19;2,20072638376413;up
CSE1L;ENSG00000124207;2,68490449276213e-21;1,79445877401894e-19;1,48424739553358;up
MS4A2;ENSG00000149534;2,72325860828329e-21;1,81687138476529e-19;-1,58757485777537;down
SMIM25;ENSG00000224397;2,79528729265702e-21;1,85834840382198e-19;-2,54106810819224;down
RMI2;ENSG00000175643;2,83353124989059e-21;1,88045705043356e-19;2,25853449993972;up
KAT2B;ENSG00000114166;2,95631146909264e-21;1,95732432519245e-19;-1,41264201763852;down
BMP5;ENSG00000112175;2,97863870971443e-21;1,96637103612409e-19;-2,21085910603613;down
LILRA5;ENSG00000187116;2,98629818491123e-21;1,96798094545855e-19;-2,08716132434546;down
COL4A3;ENSG00000169031;3,00778266886539e-21;1,9786800646227e-19;-2,20835078766383;down
KLF2;ENSG00000127528;3,0489999540825e-21;2,00230057960174e-19;-2,75173833404167;down
CCT5;ENSG00000150753;3,05508409212075e-21;2,00280686699986e-19;1,71323028860237;up
TSPAN12;ENSG00000106025;3,07320254700431e-21;2,0111869793286e-19;-2,6301518962652;down
SHCBP1;ENSG00000171241;3,10834924964572e-21;2,03066247773649e-19;1,57402375215323;up
SCUBE1;ENSG00000159307;3,13376492345539e-21;2,04372437352337e-19;-1,7169889094683;down
C1orf116;ENSG00000182795;3,29780177221306e-21;2,1469885631014e-19;-2,86008299940756;down
GGH;ENSG00000137563;3,36367091698748e-21;2,18609612441109e-19;1,97540838310087;up
CD52;ENSG00000169442;3,42422646688502e-21;2,22162162941878e-19;-3,39694447328944;down
CNRIP1;ENSG00000119865;3,68642620347709e-21;2,38762604364379e-19;-1,39794996677831;down
FGD5;ENSG00000154783;3,71490801315877e-21;2,39783317732911e-19;-1,93259270580098;down
RAB27A;ENSG00000069974;3,92381295470633e-21;2,52834409107103e-19;-1,36969112238446;down
WFS1;ENSG00000109501;3,97041737883975e-21;2,5540082439482e-19;-1,89169189754348;down
PID1;ENSG00000153823;4,00362405337604e-21;2,57098140872249e-19;-2,19604063583136;down
CENPM;ENSG00000100162;4,25586715681839e-21;2,7190663131571e-19;2,19082238782568;up
UNG;ENSG00000076248;4,36545994416279e-21;2,7796623749192e-19;1,56356576391126;up
E2F2;ENSG00000007968;4,54673952439976e-21;2,88534253151934e-19;1,39110084935372;up
RPL13AP17;ENSG00000231322;4,63500078869043e-21;2,93148246190748e-19;-1,99573106404962;down
KIF22;ENSG00000079616;4,68134972111427e-21;2,95583714803019e-19;1,40884469368941;up
CALCRL;ENSG00000064989;4,81250902870734e-21;3,03357069961744e-19;-2,35539948416981;down
PRKCE;ENSG00000171132;4,87405373743895e-21;3,06284623968732e-19;-1,50684066900985;down
RXRG;ENSG00000143171;4,92804666380723e-21;3,0857594516979e-19;-1,39193338120353;down
AUNIP;ENSG00000127423;4,99824389528496e-21;3,11935105352263e-19;1,5297608414085;up
PCDH12;ENSG00000113555;5,01819028738933e-21;3,12662285757257e-19;-1,89016915219077;down
CDKL2;ENSG00000138769;5,06743130427776e-21;3,15209278902228e-19;-1,43078709571908;down
RBPMS-AS1;ENSG00000254109;5,13444345433054e-21;3,18327049360181e-19;-1,70509125858276;down
OIP5;ENSG00000104147;5,23415423788361e-21;3,23976098517279e-19;1,97184887728885;up
CD300C;ENSG00000167850;5,28905148997545e-21;3,26837370351844e-19;-1,96079136154509;down
ABLIM3;ENSG00000173210;5,43389210147633e-21;3,34690462034559e-19;-1,69439820128059;down
TEDC2;ENSG00000162062;5,67856837060418e-21;3,48621554934731e-19;1,68442077367013;up
MRPL3;ENSG00000114686;5,99752715364878e-21;3,67007769572712e-19;1,55244788206512;up
TUBA1C;ENSG00000167553;6,17947190543559e-21;3,77528676621385e-19;1,71520005209517;up
ACE;ENSG00000159640;6,19968306966755e-21;3,77694830332898e-19;-2,06631653584321;down
ACOX2;ENSG00000168306;6,29373555751554e-21;3,82648970710562e-19;-1,40014189594371;down
GATA6;ENSG00000141448;6,44266085249073e-21;3,91072626142735e-19;-2,05239912372247;down
SPTBN2;ENSG00000173898;6,6417780887058e-21;4,02510972755249e-19;2,0865463938379;up
NINJ2;ENSG00000171840;7,26094017585613e-21;4,3513694742273e-19;-1,98107265794207;down
TMEM139;ENSG00000178826;7,26071864920488e-21;4,3513694742273e-19;-2,18919011787892;down
ADRB2;ENSG00000169252;7,53815716153552e-21;4,50318279245771e-19;-2,25369634386803;down
ICAM2;ENSG00000108622;7,96234299992148e-21;4,72662235247307e-19;-1,95405662156311;down
CD55;ENSG00000196352;8,60619141818346e-21;5,07684484363733e-19;-2,38513239758632;down
SELP;ENSG00000174175;8,67208181997209e-21;5,10772069068513e-19;-2,30818597735159;down
OSCAR;ENSG00000170909;8,72262504342106e-21;5,1294750547856e-19;-2,37116042189854;down
GLIPR2;ENSG00000122694;9,13627749137181e-21;5,36436105977041e-19;-2,34741756277813;down
CLEC12A;ENSG00000172322;9,46567465163664e-21;5,54912295479694e-19;-1,70614083836528;down
SFXN1;ENSG00000164466;9,55867141451843e-21;5,59493973556323e-19;1,44483313930736;up
HLA-E;ENSG00000204592;9,84667458526786e-21;5,75457982157631e-19;-1,7155523675138;down
DSC3;ENSG00000134762;1,00354338012465e-20;5,85581543557253e-19;4,64938113570156;up
HNF1B;ENSG00000275410;1,03000957182596e-20;6,00095993971863e-19;-1,88604181193797;down
GMNN;ENSG00000112312;1,05282650670401e-20;6,11499155164988e-19;1,55017789872516;up
AC091849.2;ENSG00000251532;1,11392045950822e-20;6,44995878973306e-19;-1,48734693033765;down
SEMA3G;ENSG00000010319;1,13735319765011e-20;6,56547148321911e-19;-2,24836331359297;down
MND1;ENSG00000121211;1,13697454877805e-20;6,56547148321911e-19;1,69288240415878;up
SOD3;ENSG00000109610;1,1613797824597e-20;6,68369632058294e-19;-2,39127320633599;down
SCARF1;ENSG00000074660;1,21940897338812e-20;7,00695445912578e-19;-1,73075233667556;down
MIS18A;ENSG00000159055;1,24571252139827e-20;7,14720448920968e-19;1,64140906780888;up
CRY2;ENSG00000121671;1,25569198061122e-20;7,19351203786323e-19;-1,39545275663732;down
SEMA3B;ENSG00000012171;1,27997360446055e-20;7,31039470002129e-19;-2,52158864449737;down
CRTAC1;ENSG00000095713;1,28616745980846e-20;7,323577401432e-19;-3,44420606299065;down
EGFL7;ENSG00000172889;1,28516156499369e-20;7,323577401432e-19;-2,00665257662331;down
PIGR;ENSG00000162896;1,2941318653317e-20;7,35781307144473e-19;-4,63422539839223;down
RASL12;ENSG00000103710;1,31506519437716e-20;7,46556965392277e-19;-1,98682082875161;down
PARD6G;ENSG00000178184;1,32594433777537e-20;7,51601079886354e-19;1,75147787355281;up
INCENP;ENSG00000149503;1,34692172449613e-20;7,62345561634861e-19;1,64214957554277;up
FGR;ENSG00000000938;1,37743059420844e-20;7,7844447149456e-19;-2,26419487611214;down
AL606469.1;ENSG00000224215;1,40815815243987e-20;7,93430815489103e-19;-1,89978114362971;down
RPL39L;ENSG00000163923;1,42214475298284e-20;7,9892319618015e-19;2,86146533796968;up
C8orf34-AS1;ENSG00000248801;1,43004143789422e-20;8,0216386906879e-19;-2,36257592176243;down
SCTR;ENSG00000080293;1,45488510648335e-20;8,14886984976078e-19;-2,13297631729127;down
PAFAH1B3;ENSG00000079462;1,47939337018112e-20;8,27384763931413e-19;2,08223734571307;up
CD300LF;ENSG00000186074;1,50628377107586e-20;8,4117580371414e-19;-2,21195961677602;down
CHAF1B;ENSG00000159259;1,55311780549591e-20;8,64767735275749e-19;1,58190776011578;up
SCARA5;ENSG00000168079;1,55678766639903e-20;8,65532611871852e-19;-2,36042696641408;down
GLDN;ENSG00000186417;1,57426289097258e-20;8,73959347204879e-19;-1,71495138484372;down
ARHGAP18;ENSG00000146376;1,58880504299562e-20;8,8073538376059e-19;-1,85500458707035;down
EME1;ENSG00000154920;1,60372279804419e-20;8,87699425437234e-19;1,3647623406793;up
CADM1;ENSG00000182985;1,61791695960519e-20;8,94243105459206e-19;-2,39538994096355;down
PYCR1;ENSG00000183010;1,6709990739975e-20;9,20881726525379e-19;2,46588956563854;up
ALG1L;ENSG00000189366;1,69365850644792e-20;9,32006677380358e-19;2,80324172024524;up
ASAH1;ENSG00000104763;1,70935435050567e-20;9,37905563934661e-19;-1,83054688773054;down
ALG3;ENSG00000214160;1,74041425650023e-20;9,53559816842674e-19;1,83123227565376;up
ZEB2;ENSG00000169554;1,74468547128547e-20;9,54512610161188e-19;-1,40236179740336;down
LTA4H;ENSG00000111144;1,77974453034982e-20;9,72282174949803e-19;-1,49845972361268;down
LRRN3;ENSG00000173114;1,78991358921894e-20;9,7642247099288e-19;-1,62749543950753;down
FERMT2;ENSG00000073712;1,83362252359869e-20;9,98503627729958e-19;-1,65493060460618;down
KRT17;ENSG00000128422;1,8383380226677e-20;9,98503627729958e-19;6,01871537129082;up
SLC25A10;ENSG00000183048;1,83710361307508e-20;9,98503627729958e-19;1,41926219103164;up
RRM1;ENSG00000167325;1,86011294253974e-20;1,00887708444656e-18;1,63562722756762;up
OCLN;ENSG00000197822;1,86769157745141e-20;1,01153209787401e-18;-1,44162450936093;down
STIL;ENSG00000123473;1,89962649517366e-20;1,02735180395367e-18;1,52859932186148;up
FBXO45;ENSG00000174013;1,94873365418878e-20;1,04939307278066e-18;1,87555124659437;up
INTS13;ENSG00000064102;2,02889268517123e-20;1,09100013933709e-18;1,38532361200249;up
RUVBL1;ENSG00000175792;2,05628341708431e-20;1,10258326325737e-18;1,39870990329517;up
NME1;ENSG00000239672;2,05621939741198e-20;1,10258326325737e-18;1,85618305725176;up
AC090559.1;ENSG00000255197;2,09313379226851e-20;1,12074827130059e-18;-1,49188642515658;down
NKX2-1-AS1;ENSG00000253563;2,10530252172971e-20;1,12566494406527e-18;-1,34150320939077;down
TONSL;ENSG00000160949;2,17869776057058e-20;1,16325796153977e-18;1,57079210564833;up
TSPAN4;ENSG00000214063;2,23951314395072e-20;1,19403745348264e-18;-1,76456260825691;down
PLLP;ENSG00000102934;2,28134588465913e-20;1,21291019918513e-18;-1,73092535627369;down
SPTBN1;ENSG00000115306;2,33006725577455e-20;1,23532890585684e-18;-1,75244532902849;down
MARK1;ENSG00000116141;2,34007197130469e-20;1,23889063143723e-18;1,74340818739991;up
GAPDHP1;ENSG00000228232;2,41698030221663e-20;1,27266090364012e-18;1,63798490015343;up
LINC02471;ENSG00000223914;2,4217762806389e-20;1,27320581448652e-18;-1,90460782319981;down
F10;ENSG00000126218;2,50103680508773e-20;1,31304432267106e-18;-1,54591239460438;down
LRRC32;ENSG00000137507;2,60372256086661e-20;1,36315724905371e-18;-2,35443903249233;down
PTGFRN;ENSG00000134247;2,68031034944913e-20;1,39743151621694e-18;2,4418254579455;up
AGRP;ENSG00000159723;2,80493883580989e-20;1,44838588240896e-18;-2,03433325420763;down
CHEK2;ENSG00000183765;2,81057064268281e-20;1,44930862347372e-18;1,5887218201503;up
MAMDC2;ENSG00000165072;2,84179669974843e-20;1,46340883329258e-18;-2,87879835081113;down
GPA33;ENSG00000143167;2,87862940773349e-20;1,48035382707386e-18;-2,16621726129772;down
SLC6A4;ENSG00000108576;2,92912796486152e-20;1,50427082609612e-18;-3,48372171488874;down
MCM8;ENSG00000125885;2,94076823517397e-20;1,50819399489636e-18;1,46033473781623;up
SRD5A1;ENSG00000145545;3,11912781423187e-20;1,59749351844389e-18;1,49933155903935;up
VWF;ENSG00000110799;3,22261190685181e-20;1,64825448885725e-18;-2,72628855453247;down
SPP1;ENSG00000118785;3,24775125972508e-20;1,6588615682295e-18;4,12569997279805;up
ACTL6A;ENSG00000136518;3,26036372647392e-20;1,66305021203565e-18;1,95103277681382;up
ENPP4;ENSG00000001561;3,34828300401198e-20;1,70328647552269e-18;-2,02514368265932;down
CELSR2;ENSG00000143126;3,39077651098091e-20;1,72026003474328e-18;2,12299398815124;up
CTSH;ENSG00000103811;3,43751424193776e-20;1,74162767943339e-18;-2,61222511376867;down
CPM;ENSG00000135678;3,52604113327663e-20;1,78169062357725e-18;-2,64222248645597;down
LAMP3;ENSG00000078081;3,55007437281913e-20;1,7914331122278e-18;-3,15418355724633;down
GMFG;ENSG00000130755;3,6074006388928e-20;1,81792736742064e-18;-2,20302395070004;down
EMP2;ENSG00000213853;3,64321477033689e-20;1,83352444282842e-18;-2,46306190477315;down
MS4A7;ENSG00000166927;3,71509382855705e-20;1,86720615823277e-18;-2,60736737151732;down
ACKR4;ENSG00000129048;3,77277370027392e-20;1,89367116686851e-18;-1,34152043263803;down
TLR8;ENSG00000101916;3,83585730540566e-20;1,92277448307535e-18;-1,59272529781363;down
PNMA2;ENSG00000240694;3,98089216289919e-20;1,99282510067045e-18;-1,55124810177128;down
FMO5;ENSG00000131781;4,01764045079377e-20;2,0058934674526e-18;-2,05841957855778;down
AL162171.1;ENSG00000070778;4,41524996944543e-20;2,1899058894506e-18;-1,89606704801634;down
FCGRT;ENSG00000104870;4,41229723789833e-20;2,1899058894506e-18;-1,55012403817062;down
MMRN2;ENSG00000173269;5,08636060194902e-20;2,51284879279775e-18;-2,02979946263772;down
SLC22A31;ENSG00000259803;5,14608864937953e-20;2,53902894814609e-18;-3,00669130126498;down
DAPK2;ENSG00000035664;5,15447550041417e-20;2,53984253579232e-18;-1,59255496509642;down
MARCO;ENSG00000019169;5,24781269015352e-20;2,58245821612711e-18;-4,25665356510646;down
TNFSF12;ENSG00000239697;5,38932232386187e-20;2,64863761405441e-18;-1,8332890993714;down
BCL6B;ENSG00000161940;5,45550286737714e-20;2,67767162221069e-18;-1,87436492025247;down
RAD51AP1;ENSG00000111247;5,54765005301367e-20;2,71935850127894e-18;2,16701947820482;up
GGTA1P;ENSG00000204136;5,7808965660631e-20;2,81538625397608e-18;-1,43897768379284;down
ANGPT1;ENSG00000154188;5,82101800949548e-20;2,82398035866064e-18;-2,06819520483061;down
LONRF3;ENSG00000175556;5,80711827840779e-20;2,82398035866064e-18;-1,55111011463611;down
UPK3B;ENSG00000243566;5,81996454090304e-20;2,82398035866064e-18;-3,8286957202218;down
RBMS2;ENSG00000076067;6,05088381534319e-20;2,92420596691489e-18;-1,6037603128698;down
APOH;ENSG00000091583;6,07538161906629e-20;2,93228566108455e-18;-2,23334904167165;down
HDGF;ENSG00000143321;6,24286752479876e-20;3,00926971032339e-18;1,33559483752876;up
NRGN;ENSG00000154146;6,68800813084922e-20;3,20336043827651e-18;-2,98869116323692;down
GIMAP1;ENSG00000213203;6,79320842451147e-20;3,24961918225837e-18;-1,72116960778263;down
GIMAP7;ENSG00000179144;6,89223453226846e-20;3,28864279359316e-18;-2,51373112606884;down
TUBG1;ENSG00000131462;6,91303427156239e-20;3,29439730551889e-18;1,39621385863813;up
RFC5;ENSG00000111445;7,06986244504161e-20;3,35640383962019e-18;1,34611996360924;up
DOK2;ENSG00000147443;7,45271415692407e-20;3,52484391650254e-18;-2,33048802285187;down
STEAP4;ENSG00000127954;7,51014459528904e-20;3,54755514435364e-18;-3,05230787302632;down
PLA2G4F;ENSG00000168907;7,72781129624961e-20;3,6458053418289e-18;-2,35039304450875;down
FZD4;ENSG00000174804;8,06282157212512e-20;3,7755038405125e-18;-1,82518420168812;down
JCAD;ENSG00000165757;8,16812859899741e-20;3,82006957244674e-18;-2,21517637497851;down
KIF15;ENSG00000163808;8,28726119344972e-20;3,86141298747945e-18;1,50601771951209;up
CALCOCO1;ENSG00000012822;8,70975096298666e-20;4,04826217693936e-18;-1,48541413710336;down
CX3CR1;ENSG00000168329;8,73691634749831e-20;4,05588745959297e-18;-1,75664132064507;down
ENG;ENSG00000106991;9,08027152152179e-20;4,2049242629455e-18;-2,11402925449176;down
SMIM6;ENSG00000259120;9,09146134380484e-20;4,2049403111009e-18;-1,45960128807751;down
UCK2;ENSG00000143179;9,12505223469321e-20;4,21530446062207e-18;1,85735841072265;up
GJB5;ENSG00000189280;9,40390439890881e-20;4,33880264769728e-18;3,65768036197581;up
PITX1;ENSG00000069011;9,54332963786743e-20;4,39774829705883e-18;3,47909417941641;up
ECE2;ENSG00000145194;9,6087304053412e-20;4,42247976348396e-18;1,84453939510263;up
AHCY;ENSG00000101444;9,62315577717483e-20;4,42371776854396e-18;1,45145068495837;up
NOTCH4;ENSG00000204301;9,77653303971419e-20;4,48875046202225e-18;-1,77887606655535;down
AP001189.3;ENSG00000254810;9,88970370744423e-20;4,53518711985535e-18;-1,56931808260012;down
MSR1;ENSG00000038945;9,9851298497557e-20;4,56783336998229e-18;-2,70725551480012;down
CCDC58;ENSG00000160124;9,97591711202348e-20;4,56783336998229e-18;1,445597718311;up
LGI3;ENSG00000168481;1,00307803008038e-19;4,58315470834906e-18;-2,94137983794154;down
DTYMK;ENSG00000168393;1,00486805530365e-19;4,58577498119504e-18;1,35825803624866;up
ADGRE5;ENSG00000123146;1,02784605865513e-19;4,68496459262456e-18;-2,26629187794455;down
HMMR;ENSG00000072571;1,03398168732479e-19;4,70723909465072e-18;1,8714432363729;up
KRT5;ENSG00000186081;1,03608491728713e-19;4,7111243615366e-18;6,69735564609569;up
CD34;ENSG00000174059;1,03983364347843e-19;4,7224733964963e-18;-2,05921928260595;down
SPOCK2;ENSG00000107742;1,04554492192629e-19;4,74269745270895e-18;-3,38424214115991;down
MGME1;ENSG00000125871;1,051045952513e-19;4,76192033413192e-18;1,54856868585367;up
CMSS1;ENSG00000184220;1,05478107347522e-19;4,77310595013786e-18;1,39600080904092;up
PEAR1;ENSG00000187800;1,07217175889891e-19;4,83439168082471e-18;-1,59885470330107;down
EXOSC5;ENSG00000077348;1,08677845997003e-19;4,88855776235924e-18;1,4760913181409;up
GUCY1A2;ENSG00000152402;1,09193093866775e-19;4,9058804211062e-18;-1,34386789917438;down
BOP1;ENSG00000261236;1,11580837466215e-19;5,0071900812964e-18;1,8216989399181;up
GRIA1;ENSG00000155511;1,13633050460742e-19;5,09321978254181e-18;-1,58372310750843;down
C2orf40;ENSG00000119147;1,15616140392305e-19;5,16981069049577e-18;-2,24345868267916;down
ST3GAL5;ENSG00000115525;1,17800049072898e-19;5,26122375569061e-18;-1,84396740009023;down
PCNA;ENSG00000132646;1,19384237138941e-19;5,31937212642126e-18;1,89165896697564;up
CBX7;ENSG00000100307;1,19846173900023e-19;5,3336499706746e-18;-1,46106426051495;down
ADPRH;ENSG00000144843;1,23398611402611e-19;5,47881113877671e-18;-1,3594418465267;down
CENPN;ENSG00000166451;1,25734773431096e-19;5,57596739351196e-18;1,44370606589887;up
RHOBTB2;ENSG00000008853;1,28639851880425e-19;5,69140753125893e-18;-2,3971244979301;down
HPCAL1;ENSG00000115756;1,29328701798708e-19;5,71517633564161e-18;-1,48660511418719;down
MNDA;ENSG00000163563;1,32537657053216e-19;5,83241946163862e-18;-2,12653096154966;down
FABP4;ENSG00000170323;1,3572415779978e-19;5,95590468947928e-18;-4,41767215010211;down
IFT57;ENSG00000114446;1,38612798138556e-19;6,06853591850508e-18;-1,58271422486426;down
CLDN5;ENSG00000184113;1,38565387393019e-19;6,06853591850508e-18;-2,79751097192061;down
C4BPA;ENSG00000123838;1,39949740445366e-19;6,11995993745717e-18;-4,67961262509563;down
TPBG;ENSG00000146242;1,40223939405415e-19;6,12484518642772e-18;1,8413918802081;up
LMOD1;ENSG00000163431;1,41087594748986e-19;6,14832009718269e-18;-2,17701608209672;down
NECAB1;ENSG00000123119;1,41803618482836e-19;6,17238729643245e-18;-1,3915952949089;down
DOCK4;ENSG00000128512;1,4279765035496e-19;6,20848607858155e-18;-1,61156398059792;down
CYYR1;ENSG00000166265;1,4302431759443e-19;6,21117701811294e-18;-2,07498664009406;down
ARNTL2;ENSG00000029153;1,44087732656078e-19;6,24297365801247e-18;2,46668120242037;up
LAD1;ENSG00000159166;1,49858740350959e-19;6,47812524946032e-18;2,44120137675136;up
FLVCR2;ENSG00000119686;1,52425279585135e-19;6,5797800312687e-18;-1,61887985971474;down
BTK;ENSG00000010671;1,58960234127022e-19;6,82438918307845e-18;-1,73922349140977;down
CD300LG;ENSG00000161649;1,58963454786633e-19;6,82438918307845e-18;-1,75206141811699;down
